id,position,label,description,start_date,term,constituency,end_date,replaces,replaced_by,party
Q55694329,Q42712773,Member of the 10th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2014 onwards",2014,,,,,,
Q55694337,Q13058882,Member of the Jatiya Sangshad,Member of the Bangladeshi legislature,2014-01-05,,,,,,
Q55694337,Q42712773,Member of the 10th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2014 onwards",2014,,,,,,
Q55694342,Q13058882,Member of the Jatiya Sangshad,Member of the Bangladeshi legislature,2014-01-05,,,,,,
Q55694342,Q42712773,Member of the 10th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2014 onwards",2014,,,,,,
Q55694344,Q13058882,Member of the Jatiya Sangshad,Member of the Bangladeshi legislature,2014-01-05,,,,,,
Q55694344,Q42712773,Member of the 10th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2014 onwards",2014-01-24,,,,,,
Q55694345,Q13058882,Member of the Jatiya Sangshad,Member of the Bangladeshi legislature,2014-01-05,,,,,,
Q55694345,Q42712773,Member of the 10th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2014 onwards",2014-01-24,,,,,,
Q55694347,Q13058882,Member of the Jatiya Sangshad,Member of the Bangladeshi legislature,2014-01-05,,,,,,
Q55694347,Q42712773,Member of the 10th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2014 onwards",2014-01-24,,,,,,
Q55694348,Q13058882,Member of the Jatiya Sangshad,Member of the Bangladeshi legislature,2014-01-05,,,,,,
Q55694348,Q42712773,Member of the 10th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2014 onwards",2014-01-24,,,,,,
Q55694351,Q13058882,Member of the Jatiya Sangshad,Member of the Bangladeshi legislature,2014-01-05,,,,,,
Q55694351,Q42712773,Member of the 10th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2014 onwards",2014-01-24,,,,,,
Q55694352,Q13058882,Member of the Jatiya Sangshad,Member of the Bangladeshi legislature,2014-01-05,,,,,,
Q55694352,Q42712773,Member of the 10th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2014 onwards",2014-01-24,,,,,,
Q55694353,Q13058882,Member of the Jatiya Sangshad,Member of the Bangladeshi legislature,2014-01-05,,,,,,
Q55694353,Q42712773,Member of the 10th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2014 onwards",2014-01-24,,,,,,
Q55694355,Q13058882,Member of the Jatiya Sangshad,Member of the Bangladeshi legislature,2014-01-05,,,,,,
Q55694355,Q42712773,Member of the 10th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2014 onwards",2014-01-24,,,,,,
Q55694357,Q13058882,Member of the Jatiya Sangshad,Member of the Bangladeshi legislature,2014-01-05,,,,,,
Q55694357,Q42712773,Member of the 10th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2014 onwards",2014-01-24,,,,,,
Q55694359,Q13058882,Member of the Jatiya Sangshad,Member of the Bangladeshi legislature,2014-01-05,,,,,,
Q55694359,Q42712773,Member of the 10th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2014 onwards",2014-01-24,,,,,,
Q55694362,Q13058882,Member of the Jatiya Sangshad,Member of the Bangladeshi legislature,2014-01-05,,,,,,
Q55694362,Q42712773,Member of the 10th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2014 onwards",2014-01-24,,,,,,
Q55694363,Q13058882,Member of the Jatiya Sangshad,Member of the Bangladeshi legislature,2014-01-05,,,,,,
Q55694363,Q42712773,Member of the 10th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2014 onwards",2014-01-24,,,,,,
Q55694381,Q13058882,Member of the Jatiya Sangshad,Member of the Bangladeshi legislature,2014-01-05,,,,,,
Q55694381,Q42712773,Member of the 10th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2014 onwards",2014-01-05,,,,,,
Q55694390,Q13058882,Member of the Jatiya Sangshad,Member of the Bangladeshi legislature,"",,,,,,
Q55694390,Q13058882,Member of the Jatiya Sangshad,Member of the Bangladeshi legislature,2014-01-05,,,,,,
Q55694390,Q42712773,Member of the 10th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2014 onwards","",,,,,,
Q55694403,Q13058882,Member of the Jatiya Sangshad,Member of the Bangladeshi legislature,2014-01-05,,,,,,
Q55694403,Q42712773,Member of the 10th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2014 onwards","",,,,,,
Q55694407,Q13058882,Member of the Jatiya Sangshad,Member of the Bangladeshi legislature,2014-01-05,,,,,,
Q55694407,Q42712773,Member of the 10th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2014 onwards","",,,,,,
Q55694693,Q13058882,Member of the Jatiya Sangshad,Member of the Bangladeshi legislature,2014-01-05,,,,,,
Q55694693,Q42712773,Member of the 10th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2014 onwards",2014-01-24,,,,,,
Q55694694,Q13058882,Member of the Jatiya Sangshad,Member of the Bangladeshi legislature,2014-01-05,,,,,,
Q55694694,Q42712773,Member of the 10th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2014 onwards",2014-01-24,,,,,,
Q55694695,Q13058882,Member of the Jatiya Sangshad,Member of the Bangladeshi legislature,2014-01-05,,,,,,
Q55694695,Q42712773,Member of the 10th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2014 onwards",2014-01-24,,,,,,
Q55694699,Q13058882,Member of the Jatiya Sangshad,Member of the Bangladeshi legislature,2014-01-05,,,,,,
Q55694699,Q42712773,Member of the 10th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2014 onwards",2014-03-14,,,,,,
Q55694700,Q13058882,Member of the Jatiya Sangshad,Member of the Bangladeshi legislature,2014-01-05,,,,,,
Q55694700,Q42712773,Member of the 10th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2014 onwards",2014-03-14,,,,,,
Q55694701,Q13058882,Member of the Jatiya Sangshad,Member of the Bangladeshi legislature,2014-01-05,,,,,,
Q55694701,Q42712773,Member of the 10th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2014 onwards",2014,,,,,,
Q55694702,Q13058882,Member of the Jatiya Sangshad,Member of the Bangladeshi legislature,2014-01-05,,,,,,
Q55694702,Q42712773,Member of the 10th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2014 onwards",2014,,,,,,
Q55694703,Q13058882,Member of the Jatiya Sangshad,Member of the Bangladeshi legislature,2014-01-05,,,,,,
Q55694703,Q42712773,Member of the 10th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2014 onwards",2014,,,,,,
Q55694711,Q13058882,Member of the Jatiya Sangshad,Member of the Bangladeshi legislature,2014-01-05,,,,,,
Q55694711,Q42712773,Member of the 10th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2014 onwards",2014-01-05,,,,,,
Q55694761,Q42712773,Member of the 10th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2014 onwards",2017-04-16,10th Jatiyo Sangshad,Sunamganj-2,,Suranjit Sengupta,,
Q55774198,Q13058882,Member of the Jatiya Sangshad,Member of the Bangladeshi legislature,2014-01-05,,,,,,
Q55774198,Q42712773,Member of the 10th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2014 onwards","",10th Jatiyo Sangshad,reserved seat for Women,,,,
Q55774198,Q42712773,Member of the 10th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2014 onwards",2014-03-19,,,,,,
Q55939136,Q13058882,Member of the Jatiya Sangshad,Member of the Bangladeshi legislature,2014-01-05,,,,,,
Q55939136,Q42712773,Member of the 10th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2014 onwards",2014-01-24,,,,,,
Q5644676,Q13058882,Member of the Jatiya Sangshad,Member of the Bangladeshi legislature,"",,,,,,
Q5644676,Q42712844,Member of the 9th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2009-2014","",,,,,,
Q58264,Q13058882,Member of the Jatiya Sangshad,Member of the Bangladeshi legislature,"",,,,,,
Q58264,Q42712773,Member of the 10th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2014 onwards","",10th Jatiyo Sangshad,,,,,
Q58264,Q42712844,Member of the 9th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2009-2014","",,,,,,
Q6294470,Q13058882,Member of the Jatiya Sangshad,Member of the Bangladeshi legislature,"",,,,,,
Q6294470,Q42712844,Member of the 9th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2009-2014","",,,,,,
Q6311615,Q13058882,Member of the Jatiya Sangshad,Member of the Bangladeshi legislature,2014-01-05,,,,,,
Q6311615,Q42712773,Member of the 10th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2014 onwards",2014-01-05,10th Jatiyo Sangshad,,,,,
Q6311615,Q42712844,Member of the 9th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2009-2014",2009,,,2014,,,
Q6400209,Q42712773,Member of the 10th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2014 onwards",2014-01-05,10th Jatiyo Sangshad,Faridpur-3,,,,
Q6400209,Q42712844,Member of the 9th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2009-2014",2008-01-25,,Faridpur-3,2014-01-05,,,
Q6787396,Q13058882,Member of the Jatiya Sangshad,Member of the Bangladeshi legislature,2009,,,,,,
Q6787396,Q42712773,Member of the 10th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2014 onwards",2014-01-05,10th Jatiyo Sangshad,,,,,
Q6787396,Q42712844,Member of the 9th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2009-2014",2009,,,,,,
Q6893246,Q13058882,Member of the Jatiya Sangshad,Member of the Bangladeshi legislature,2014,,,,,,
Q6893246,Q42712773,Member of the 10th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2014 onwards",2014-01-05,10th Jatiyo Sangshad,,,,,
Q6943274,Q13058882,Member of the Jatiya Sangshad,Member of the Bangladeshi legislature,"",,,,,,
Q6943274,Q42712773,Member of the 10th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2014 onwards","",10th Jatiyo Sangshad,,,,,
Q6943274,Q42712844,Member of the 9th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2009-2014","",,,,,,
Q6959685,Q13058882,Member of the Jatiya Sangshad,Member of the Bangladeshi legislature,2014-01-05,,,,,,
Q6959685,Q42712773,Member of the 10th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2014 onwards","",10th Jatiyo Sangshad,,,,,
Q7294828,Q13058882,Member of the Jatiya Sangshad,Member of the Bangladeshi legislature,"",,,,,,
Q7294828,Q42712773,Member of the 10th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2014 onwards","",10th Jatiyo Sangshad,,,,,
Q7294828,Q42712844,Member of the 9th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2009-2014","",,,,,,
Q7396043,Q13058882,Member of the Jatiya Sangshad,Member of the Bangladeshi legislature,"",,,,,,
Q7396043,Q42712773,Member of the 10th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2014 onwards","",10th Jatiyo Sangshad,,,,,
Q7396043,Q42712844,Member of the 9th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2009-2014","",,,,,,
Q7399497,Q13058882,Member of the Jatiya Sangshad,Member of the Bangladeshi legislature,"",,,,,,
Q7399497,Q42712773,Member of the 10th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2014 onwards","",10th Jatiyo Sangshad,,,,,
Q7399497,Q42712844,Member of the 9th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2009-2014","",,,,,,
Q7403479,Q13058882,Member of the Jatiya Sangshad,Member of the Bangladeshi legislature,"",,,,,,
Q7403479,Q42712844,Member of the 9th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2009-2014","",,,,,,
Q7429149,Q13058882,Member of the Jatiya Sangshad,Member of the Bangladeshi legislature,"",,,,,,
Q7429149,Q42712773,Member of the 10th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2014 onwards","",10th Jatiyo Sangshad,,,,,
Q7429149,Q42712844,Member of the 9th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2009-2014","",,,,,,
Q753783,Q13058882,Member of the Jatiya Sangshad,Member of the Bangladeshi legislature,"",,,,,,
Q753783,Q42712844,Member of the 9th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2009-2014","",,,,,,
Q7812953,Q13058882,Member of the Jatiya Sangshad,Member of the Bangladeshi legislature,2009,,,,,,
Q7812953,Q42712773,Member of the 10th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2014 onwards",2014-01-05,10th Jatiyo Sangshad,Bhola-1,,,,
Q7812953,Q42712844,Member of the 9th Jatiya Sangsad,"Member of the Bangladeshi parliament, 2009-2014",2009,,,2014,,,
Q7812953,Q83307,minister,politician who holds significant public office in a national or regional government,2014-01-12,,,,,,
